"Date","Actual","Forcast","Previous","forcast_change","prev_day_volume","daily_return","vix_prev_day","CPI_YoY","GDP_YoY","PCE_YoY","un_rate"
2012-08-01,0.25,0.25,0.25,0,120575900,-0.0871391717935377,0.158472154322542,1.68593491548212,NA,1.19420601789573,8.1
2012-09-13,0.25,0.25,0.25,0,87640900,1.52360573485288,-11.0759492333817,1.94971689828196,NA,1.31249295640341,7.8
2012-10-24,0.25,0.25,0.25,0,192056300,-0.2828347446444,-2.65533723858663,2.15567805953694,1.55185200733248,1.28869771427089,7.8
2012-12-12,0.25,0.25,0.25,0,152570400,0.0487594990422613,2.44059166274253,1.75950497968955,NA,1.09891059256506,7.9
2013-01-30,0.25,0.25,0.25,0,105694400,-0.391590935975472,7.58827380440161,1.6840617620983,1.70086848570943,1.70747952149053,8
2013-03-20,0.25,0.25,0.25,0,167567300,0.698522188861994,-11.9527465322607,1.51874724112462,NA,1.76726552065831,7.5
2013-05-01,0.25,0.25,0.25,0,116010700,-0.876790373573577,7.17455089136099,1.39038882791971,NA,1.40045452596371,7.5
2013-06-19,0.25,0.25,0.25,0,114695600,-1.38171083875767,0.180606732056221,1.71579352715687,NA,1.61154900616862,7.5
2013-07-31,0.25,0.25,0.25,0,85209600,0.0712041898671023,0.448091593756406,1.88547180541581,2.23702249329552,1.69641249067316,7.3
2013-09-18,0.25,0.25,0.25,0,82523300,1.15741309187873,-6.46937094052571,1.0947341081748,NA,1.6081270754168,7.2
2013-10-30,0.25,0.25,0.25,0,87401000,-0.496725060095116,1.78970748582432,0.876799143491147,3.00914496017464,1.9046072868959,7.2
2013-12-18,0.25,0.25,0.25,0,89886000,1.70726312931662,-14.8673598386955,1.51283836675733,NA,2.24143971697872,6.7
2014-01-29,0.25,0.25,0.25,0,110463200,-0.960525946724966,9.810127671035,1.55775879557492,1.65081755593801,2.26563363751564,6.6
2014-03-19,0.25,0.25,0.25,0,101804600,-0.532878139015769,4.13222733388137,1.6126949139408,NA,1.47663962880802,6.7
2014-04-30,0.25,0.25,0.25,0,84098000,0.298258692561348,-2.18818519256118,2.01512530360617,2.68915215872729,2.40616383903651,6.2
2014-06-18,0.25,0.25,0.25,0,84834000,0.733983544342598,-12.0232231549586,2.05898169459442,NA,2.55107217750119,6.1
2014-07-30,0.25,0.25,0.25,0,80466000,0.0152171512474597,0.376507467923548,1.9742378703306,3.05978292820168,2.8622751461076,6.2
2014-09-17,0.25,0.25,0.25,0,116201000,0.134688401220862,-0.628436186824877,1.68405097112321,NA,2.95898857003278,5.9
2014-10-29,0.25,0.25,0.25,0,106736000,-0.151226880193855,5.2814402854422,1.60954170215133,2.68583510114564,3.22066727597454,5.7
2014-12-17,0.25,0.25,0.25,0,259543800,1.96045479008453,-17.5222707434889,0.653121391962319,NA,3.54796650117848,5.6
2015-01-28,0.25,0.25,0.25,0,134044600,-1.28246346061037,18.6991948263665,-0.229930978205428,3.96929949881848,3.57929927565761,5.7
2015-03-18,0.25,0.25,0.25,0,94510400,1.20213010495285,-10.7918237346764,-0.0220312844238735,NA,4.16937838965374,5.4
2015-04-29,0.25,0.25,0.25,0,86863500,-0.411469660495689,7.89686146623931,-0.104030989393911,3.27908786092705,3.66277677295739,5.4
2015-06-17,0.25,0.25,0.25,0,85308200,0.161675968240038,-2.09318305761886,0.179571809755052,NA,3.68318203181042,5.3
2015-07-29,0.25,0.25,0.25,0,123544800,0.687876035411872,-6.99404471526399,0.225686111040946,2.44732136643455,3.4803354895836,5.2
2015-09-17,0.25,0.25,0.25,0,99581600,-0.224798137167415,-0.983611185335409,0.00884296163417009,NA,3.6388625282241,5
2015-10-28,0.25,0.25,0.25,0,77905800,1.13743378141227,-7.12897187112009,0.127616560670507,2.11986131266482,3.22496791278777,5
2015-12-16,0.5,0.5,0.25,0.25,154069600,1.46321731363073,-14.7494035325006,0.638724751536479,NA,2.63780258452995,5
2016-01-27,0.5,0.5,0.5,0,141036800,-1.08833392888948,2.71111382378473,1.23750250269439,1.7950168913806,2.5868921164824,4.8
2016-03-16,0.5,0.5,0.5,0,93169100,0.5787418538997,-10.9857503842447,0.891616096552195,NA,2.51507845603018,5
2016-04-27,0.5,0.5,0.5,0,75864200,0.205840228141829,-1.36102850905523,1.17262575035348,1.49325083271472,2.26501378288373,5.1
2016-06-15,0.5,0.5,0.5,0,125059300,-0.1393911937842,-1.75610053830031,1.07928653479594,NA,2.34914272990427,4.9
2016-07-27,0.5,0.5,0.5,0,70080500,-0.106108389441284,-1.68582577634752,0.868363343051826,1.80576153108551,2.59079672941624,4.8
2016-09-21,0.5,0.5,0.5,0,69665300,1.12455807384482,-16.457285634442,1.54864462016522,NA,2.39809289255155,5
2016-11-02,0.5,0.5,0.5,0,122781800,-0.60183423377157,4.09482893723374,1.68433347197889,NA,2.46867917401157,4.7
2016-12-14,0.75,0.75,0.5,0.25,110477500,-0.825444410528386,3.69496307773487,2.05079891151199,NA,2.35377247389494,4.7
2017-02-01,0.75,0.75,0.75,0,75880800,0.0395735911322248,-1.50124566253164,2.81036168132942,NA,2.74862451378617,4.6
2017-03-15,1,1,0.75,0.25,59880800,0.865373262224622,-5.44715500735221,2.44119623655914,NA,2.0133498913381,4.4
2017-05-03,1,1,1,0,57375700,-0.121447791055518,0.849859785562868,1.85634316676198,NA,2.8482171376041,4.4
2017-06-14,1.25,1.25,1,0.25,60067000,-0.126773295112714,2.11132692339726,1.64056580995913,NA,2.50791237433288,4.3
2017-07-26,1.25,1.25,1.25,0,54915600,0.00404119215584586,1.80275790872073,1.72510735065661,2.41082141217459,2.3794078124276,4.3
2017-09-20,1.25,1.25,1.25,0,47108100,0.036006257469734,-3.92927858755779,2.18056523037118,NA,2.45062518308383,4.3
2017-11-01,1.25,1.25,1.25,0,60304800,0.132245601591063,0.196458776913655,2.17249386429557,NA,2.63806649309954,4.2
2017-12-13,1.5,1.5,1.25,0.25,85195800,-0.0112586189205732,2.62097002905437,2.12993071955225,NA,3.17179062346589,4.1
2018-01-31,1.5,1.5,1.5,0,131796400,0.0496786914328862,-8.45165654647769,2.15131886806395,3.32881009475912,3.25170430742279,4
2018-03-21,1.75,1.75,1.5,0.25,59757300,-0.191893823203404,-1.86813262821521,2.33094976464994,NA,3.08305991793731,4
2018-05-02,1.75,1.75,1.75,0,74203400,-0.671733616868109,3.0987766494718,2.7819216078425,NA,2.91477612731692,3.8
2018-06-13,2,2,1.75,0.25,72329000,-0.319083693154099,4.86223193173609,2.80755069359402,NA,3.22373150705664,4
2018-08-01,2,2,2,0,68570500,-0.16710573513059,2.49415196201952,2.64292385687426,NA,2.99471210783981,3.8
2018-09-26,2.25,2.25,2,0.25,44370000,-0.299180220142037,3.78422112835488,2.33205510580883,NA,3.15836198529909,3.7
2018-11-08,2.25,2.25,2.25,0,102752100,-0.181470375842341,2.2004809876055,2.14732857766777,NA,2.41462392625185,3.8
2018-12-19,2.5,2.5,2.25,0.25,134515100,-1.49758495052258,0,2.00238090434011,NA,2.60217244225036,3.9
2019-01-30,2.5,2.5,2.5,0,66136300,1.5830903902585,-7.6842622992336,1.48758935782913,1.85128504545258,0.936158283783572,4
2019-03-20,2.5,2.5,2.5,0,90268100,-0.301006079335897,2.58111664428182,1.8831863513064,NA,1.2938196480397,3.8
2019-05-01,2.5,2.5,2.5,0,81111700,-0.751629742316273,12.8048804865077,1.79591055536061,NA,1.7053693004085,3.6
2019-06-19,2.5,2.5,2.5,0,85434800,0.225704408583183,-5.41253937604896,1.67119489439005,NA,1.65389831751035,3.6
2019-07-31,2.25,2.25,2.5,-0.25,45849000,-1.09401970662836,15.6384600033837,1.82633133503707,2.67026478492913,1.87055523411237,3.7
2019-09-18,2,2,2.25,-0.25,41475500,0.0598436034495498,-3.39335031410823,1.68449770403916,NA,2.08803817959904,3.5
2019-10-30,1.75,1.75,2,-0.25,44284900,0.306703578768452,-6.5909083191685,1.73397369961863,3.18255607003521,2.50308684820013,3.6
2019-12-11,1.75,1.75,1.75,0,52649800,0.283861302007082,-4.40051352441528,2.31952746996245,NA,2.20002768246752,3.6
2020-01-29,1.75,1.75,1.75,0,63834000,-0.0826120412678044,0.675667680365399,2.51226436385665,1.22655478896798,3.32400254343204,3.6
2020-03-03,1.25,NA,1.75,NA,238703600,-2.86323918117888,10.1735538963562,1.5231420852063,NA,3.4141362592498,4.4
2020-03-16,0.25,NA,1.25,NA,329566100,-10.9423772481792,42.9880681708742,1.5231420852063,NA,-4.22558654528087,4.4
2020-04-29,0.25,0.25,0.25,NA,105270000,2.61780325151222,-6.9705099012815,0.349876387457715,-7.52846021050372,-4.22558654528087,14.8
2020-06-10,0.25,0.25,0.25,0,77479200,-0.557992920183559,0,0.701766759530287,NA,-14.6947462915638,11
2020-07-29,0.25,0.25,0.25,0,57495000,1.22984763278824,-5.26729608670399,1.01875669463101,-1.46893147671672,-3.19431163770482,10.2
2020-09-16,0.25,0.25,0.25,0,52920900,-0.396844127551965,1.7585023847448,1.37308427251102,NA,-2.15557973712093,7.8
2020-11-05,0.25,0.25,0.25,0,126959700,1.95025875807386,-6.72979300526162,1.16954075360924,NA,-0.543846268986514,6.7
2020-12-16,0.25,0.25,0.25,0,63865300,0.156944264633685,-1.70379816534555,1.30495302169122,NA,-1.14414044235374,6.7
